id,status_group
54633,functional
20088,functional
40506,functional
1715,functional needs repair
34093,non functional
25832,non functional
4734,functional
60282,non functional
36132,functional needs repair
60360,functional
10739,functional
5192,functional
22948,functional
7941,functional
73232,non functional
65822,functional needs repair
26097,non functional
67375,functional
67917,functional
46949,non functional
22515,functional
21292,functional
20129,non functional
45152,non functional
58166,non functional
4374,functional
61910,functional
71349,functional needs repair
15105,functional
35712,functional
1909,functional needs repair
37110,functional
15977,functional
13898,non functional
53811,functional
51972,functional
25455,non functional
57675,functional needs repair
52093,functional
20173,functional
22782,functional
31626,non functional
66053,non functional
28028,functional
28196,functional
9485,functional
25877,non functional
64864,functional
65721,functional
37916,functional
27578,functional
36484,functional
42247,functional
39281,functional
26342,functional
61181,functional
6007,functional
51435,non functional
73745,functional
24757,functional needs repair
72045,non functional
62287,functional needs repair
49517,non functional
51941,non functional
12707,functional
52447,non functional
13282,non functional
3462,functional
27147,functional
5519,functional
2081,functional
19728,functional
38469,functional
16664,non functional
45732,functional
6332,functional needs repair
35964,functional
11157,non functional
48834,functional
50453,functional
30802,functional
30732,non functional
71000,non functional
67249,functional
68055,functional needs repair
60060,functional
48946,functional
37590,non functional
25603,non functional
16945,functional
3991,functional
10747,functional needs repair
49915,functional
62423,non functional
43126,functional
10814,non functional
8376,functional
42999,non functional
68060,non functional
28048,functional needs repair
69309,functional
37874,non functional
3142,functional
23604,non functional
53528,functional
36422,functional
14742,non functional
50333,non functional
26819,non functional
11647,non functional
67045,functional
20857,functional
37028,non functional
6356,non functional
20326,functional
71154,functional
13746,non functional
56096,functional needs repair
6334,non functional
71609,non functional
44414,functional
28787,functional
39127,non functional
58650,non functional
65192,functional
55645,non functional
12254,functional
69336,non functional
2341,functional
62666,functional
6742,functional
34721,functional
10396,non functional
1903,functional
55866,non functional
9082,functional
43374,non functional
61456,functional
37150,functional
63989,non functional
57393,functional
47116,functional
31370,non functional
46364,functional
53422,functional
58018,functional needs repair
27813,functional
69101,functional needs repair
48986,non functional
2594,non functional
20671,functional needs repair
4322,non functional
64829,functional
1652,functional needs repair
8567,non functional
51013,functional
7842,non functional
67901,functional
42354,functional
49211,functional
32106,non functional
62352,functional
4493,non functional
17792,non functional
54577,functional
35306,non functional
46119,non functional
22606,non functional
55141,non functional
67292,functional
39992,functional needs repair
40527,non functional
44704,non functional
2351,non functional
13537,non functional
53610,non functional
46599,functional
65261,non functional
841,functional
25165,functional needs repair
22601,non functional
54307,functional
10993,non functional
20352,non functional
53393,non functional
51122,non functional
13782,functional
21266,functional
60385,functional
30404,non functional
9611,functional
29214,non functional
49833,functional
29252,functional
27348,functional
5528,non functional
66232,functional needs repair
52570,functional
14393,non functional
30429,functional
17947,functional
69913,non functional
59248,functional needs repair
3923,functional
52285,functional
14061,functional
3015,functional
49672,non functional
40955,functional
47156,non functional
35882,functional
46505,functional needs repair
62189,functional
43831,non functional
67941,functional
2020,functional
4222,functional
72811,non functional
5805,non functional
38250,functional
5370,non functional
64619,functional
37698,functional
45649,non functional
